annotator,metaphor,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic,DIFFICULTY_synthetic
5,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,3,2,3
5,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,3,1,4
5,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,3,2,2
5,Dopo un temporale le nuvole sono perle di infiniti riflessi.,5,4,2
5,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,1,4,2
5,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,3,4,2
5,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,3,5,2
5,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,1,5,1
5,Nelle persone creative le menti sono vulcani di idee e progetti.,4,4,3
5,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,3,5,1
5,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,3,4,2
5,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,3,5,2
5,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,4,5,2
5,Per gli animi sensibili le poesie sono sorrisi per il cuore.,3,5,2
5,I malati di artrosi dicono che le fitte sono coltelli nella carne.,4,4,2
5,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,3,4,2
5,Specialmente in America certe università sono portaerei che trasportano talenti.,3,5,2
5,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,1,2,2
5,Se non curati con farmaci specifici certi malditesta sono trapani continui.,1,2,5
5,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,3,1,5
5,Nella memoria dei popoli le stragi sono cicatrici indelebili.,3,5,2
5,In certi momenti gli occhi sono oceani di profondità infinita.,3,5,4
5,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,1,4,4
5,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,3,2,3
5,Per alcune persone certi profumi sono chiavi per la porta della memoria.,3,4,2
5,Spesso nella vita le delusioni sono zavorre molto pesanti.,3,4,2
5,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,3,5,2
5,Per i soggetti depressi le crisi sono tunnel senza fine.,4,5,2
5,Nella vita le paure sono nodi che impediscono di andare avanti.,3,4,2
5,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,3,5,2
5,Nelle società multietniche le lingue sono ponti tra le persone.,2,4,1
5,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,3,4,1
5,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,3,2,4
5,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,3,4,2
5,Quando c'è diffidenza i segreti sono muri tra le persone.,3,4,2
5,In politica e nel commercio certi discorsi sono fiumi che travolgono.,3,4,2
5,Nella società umana i rapporti sono corde che ci legano agli altri.,4,5,2
5,Senza il perdono i rancori sono tarli che divorano l'anima.,5,4,1
5,Negli animi fragili le tentazioni sono reti molto pericolose.,3,3,2
6,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,1,4,2
6,Nei processi importanti certi avvocati sono squali senza scrupoli.,2,4,2
6,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,3,5,2
6,Quando il tempo stringe gli oratori sono treni ad altà velocità.,1,2,1
6,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,3,2,4
6,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,5,4,2
6,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,3,2,4
6,Davanti ad una punizione certi bambini sono fontane inarrestabili.,4,5,2
6,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,3,5,3
6,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,1,3,2
6,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,3,2,4
6,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,1,3,2
6,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,3,1,5
6,In certi sport americani i giocatori sono elefanti dalla mole imponente.,3,1,2
6,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,3,1,2
6,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,3,4,2
6,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,3,5,2
6,Nelle campagne elettorali certi politici sono calamite per i voti.,4,5,1
6,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,3,4,2
6,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,3,5,2
6,Dopo un grave lutto certi ricordi sono spine dolorose.,3,5,2
6,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,3,3,2
6,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,3,2,1
6,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,3,3,2
6,Durante la gara di formula uno le automobili sono frecce velocissime.,5,2,2
6,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,3,1,2
6,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,3,4,1
6,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,3,4,2
6,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,3,5,4
6,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,3,5,2
6,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,3,4,2
6,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,3,2,2
6,Quando si suda per la tensione le giacche sono forni di calore.,3,1,5
6,Nei bambini appena nati le guance sono pesche liscissime.,1,5,1
6,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,3,5,1
6,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,3,5,1
6,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,5,2,4
6,Per i distubi del sonno certe melodie sono camomille rilassanti.,3,5,2
6,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,3,4,2
6,Le tasche delle giacche dei nonni sono banche zeppe di monete.,3,4,2
6,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,3,3,2
6,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,3,4,2
6,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,5,2,4
6,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,3,3,4
6,Dopo un temporale le nuvole sono perle di infiniti riflessi.,4,5,2
6,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,4,5,2
6,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,4,5,2
6,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,3,4,2
6,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,3,5,2
6,Nelle persone creative le menti sono vulcani di idee e progetti.,3,4,2
6,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,3,5,2
6,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,2,3,2
6,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,1,2,4
6,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,5,5,2
6,Per gli animi sensibili le poesie sono sorrisi per il cuore.,3,5,1
6,I malati di artrosi dicono che le fitte sono coltelli nella carne.,3,5,2
6,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,4,5,2
6,Specialmente in America certe università sono portaerei che trasportano talenti.,4,5,2
6,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,1,2,4
6,Se non curati con farmaci specifici certi malditesta sono trapani continui.,4,1,1
6,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,4,3,4
6,Nella memoria dei popoli le stragi sono cicatrici indelebili.,3,4,2
6,In certi momenti gli occhi sono oceani di profondità infinita.,1,3,1
6,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,5,4,2
6,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,3,4,2
6,Per alcune persone certi profumi sono chiavi per la porta della memoria.,5,5,2
6,Spesso nella vita le delusioni sono zavorre molto pesanti.,3,4,1
6,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,1,4,2
6,Per i soggetti depressi le crisi sono tunnel senza fine.,3,4,2
6,Nella vita le paure sono nodi che impediscono di andare avanti.,3,5,2
6,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,3,5,1
6,Nelle società multietniche le lingue sono ponti tra le persone.,3,5,1
6,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,3,4,2
6,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,3,2,5
6,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,3,4,2
6,Quando c'è diffidenza i segreti sono muri tra le persone.,3,4,2
6,In politica e nel commercio certi discorsi sono fiumi che travolgono.,2,3,2
6,Nella società umana i rapporti sono corde che ci legano agli altri.,3,4,2
6,Senza il perdono i rancori sono tarli che divorano l'anima.,3,5,2
6,Negli animi fragili le tentazioni sono reti molto pericolose.,3,3,2
7,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,1,5,3
7,Nei processi importanti certi avvocati sono squali senza scrupoli.,3,5,2
7,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,3,3,2
7,Quando il tempo stringe gli oratori sono treni ad altà velocità.,3,1,2
7,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,1,2,3
7,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,3,2,4
7,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,3,1,2
7,Davanti ad una punizione certi bambini sono fontane inarrestabili.,3,2,1
7,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,3,4,2
7,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,4,4,3
7,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,3,1,2
7,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,3,5,1
7,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,3,1,2
7,In certi sport americani i giocatori sono elefanti dalla mole imponente.,3,2,3
7,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,3,2,2
7,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,1,5,2
7,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,3,5,2
7,Nelle campagne elettorali certi politici sono calamite per i voti.,3,5,2
7,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,4,4,2
7,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,4,5,1
7,Dopo un grave lutto certi ricordi sono spine dolorose.,3,4,2
7,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,3,4,2
7,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,3,3,2
7,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,4,4,3
7,Durante la gara di formula uno le automobili sono frecce velocissime.,4,2,4
7,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,3,2,4
7,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,1,5,2
7,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,3,2,1
7,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,5,4,2
7,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,1,4,2
7,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,3,4,3
7,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,3,2,4
7,Quando si suda per la tensione le giacche sono forni di calore.,5,2,5
7,Nei bambini appena nati le guance sono pesche liscissime.,1,3,2
7,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,1,3,1
7,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,3,5,2
7,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,3,2,4
7,Per i distubi del sonno certe melodie sono camomille rilassanti.,1,3,2
7,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,1,4,2
7,Le tasche delle giacche dei nonni sono banche zeppe di monete.,3,4,1
7,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,3,4,2
7,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,3,4,2
7,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,5,2,3
7,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,3,4,3
7,Dopo un temporale le nuvole sono perle di infiniti riflessi.,3,5,3
7,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,4,5,3
7,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,3,4,2
7,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,3,5,3
7,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,3,5,2
7,Nelle persone creative le menti sono vulcani di idee e progetti.,3,5,1
7,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,3,4,2
7,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,3,4,2
7,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,3,4,2
7,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,4,5,2
7,Per gli animi sensibili le poesie sono sorrisi per il cuore.,3,5,2
7,I malati di artrosi dicono che le fitte sono coltelli nella carne.,3,4,2
7,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,3,4,2
7,Specialmente in America certe università sono portaerei che trasportano talenti.,3,5,2
7,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,4,5,2
7,Se non curati con farmaci specifici certi malditesta sono trapani continui.,3,2,5
7,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,4,3,5
7,Nella memoria dei popoli le stragi sono cicatrici indelebili.,3,5,2
7,In certi momenti gli occhi sono oceani di profondità infinita.,3,4,2
7,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,3,2,4
7,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,4,3,2
7,Per alcune persone certi profumi sono chiavi per la porta della memoria.,4,5,2
7,Spesso nella vita le delusioni sono zavorre molto pesanti.,3,5,2
7,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,3,4,1
7,Per i soggetti depressi le crisi sono tunnel senza fine.,3,5,2
7,Nella vita le paure sono nodi che impediscono di andare avanti.,3,4,2
7,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,4,5,2
7,Nelle società multietniche le lingue sono ponti tra le persone.,4,5,2
7,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,3,4,3
7,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,1,3,2
7,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,3,5,2
7,Quando c'è diffidenza i segreti sono muri tra le persone.,3,4,2
7,In politica e nel commercio certi discorsi sono fiumi che travolgono.,3,4,1
7,Nella società umana i rapporti sono corde che ci legano agli altri.,1,3,2
7,Senza il perdono i rancori sono tarli che divorano l'anima.,3,5,1
7,Negli animi fragili le tentazioni sono reti molto pericolose.,1,4,3
8,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,1,2,4
8,Nei processi importanti certi avvocati sono squali senza scrupoli.,3,4,2
8,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,1,4,3
8,Quando il tempo stringe gli oratori sono treni ad altà velocità.,3,1,5
8,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,1,2,1
8,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,4,2,3
8,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,2,1,2
8,Davanti ad una punizione certi bambini sono fontane inarrestabili.,3,4,2
8,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,3,2,1
8,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,3,4,2
8,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,3,2,3
8,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,3,3,3
8,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,4,1,2
8,In certi sport americani i giocatori sono elefanti dalla mole imponente.,3,2,1
8,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,3,2,4
8,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,5,4,2
8,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,1,5,1
8,Nelle campagne elettorali certi politici sono calamite per i voti.,3,4,2
8,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,3,4,2
8,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,4,5,2
8,Dopo un grave lutto certi ricordi sono spine dolorose.,1,5,1
8,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,1,5,1
8,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,3,5,2
8,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,3,1,2
8,Durante la gara di formula uno le automobili sono frecce velocissime.,3,1,2
8,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,4,3,2
8,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,3,5,2
8,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,3,5,3
8,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,3,5,2
8,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,3,5,1
8,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,3,4,2
8,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,3,2,4
8,Quando si suda per la tensione le giacche sono forni di calore.,3,4,4
8,Nei bambini appena nati le guance sono pesche liscissime.,1,2,3
8,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,3,4,2
8,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,3,5,3
8,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,3,4,2
8,Per i distubi del sonno certe melodie sono camomille rilassanti.,3,5,2
8,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,3,4,2
8,Le tasche delle giacche dei nonni sono banche zeppe di monete.,3,3,2
8,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,3,4,2
8,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,1,3,2
8,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,3,1,4
8,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,1,2,3
8,Dopo un temporale le nuvole sono perle di infiniti riflessi.,3,4,2
8,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,4,5,2
8,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,1,5,2
8,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,3,4,2
8,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,1,4,3
8,Nelle persone creative le menti sono vulcani di idee e progetti.,4,5,1
8,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,3,5,1
8,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,3,5,2
8,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,3,4,2
8,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,3,4,2
8,Per gli animi sensibili le poesie sono sorrisi per il cuore.,3,5,1
8,I malati di artrosi dicono che le fitte sono coltelli nella carne.,3,4,2
8,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,3,5,2
8,Specialmente in America certe università sono portaerei che trasportano talenti.,5,5,1
8,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,1,2,3
8,Se non curati con farmaci specifici certi malditesta sono trapani continui.,3,1,2
8,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,3,2,4
8,Nella memoria dei popoli le stragi sono cicatrici indelebili.,3,5,2
8,In certi momenti gli occhi sono oceani di profondità infinita.,3,4,2
8,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,3,2,3
8,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,3,4,2
8,Per alcune persone certi profumi sono chiavi per la porta della memoria.,4,5,2
8,Spesso nella vita le delusioni sono zavorre molto pesanti.,4,5,2
8,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,3,5,2
8,Per i soggetti depressi le crisi sono tunnel senza fine.,3,5,2
8,Nella vita le paure sono nodi che impediscono di andare avanti.,3,5,1
8,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,4,5,3
8,Nelle società multietniche le lingue sono ponti tra le persone.,3,4,1
8,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,3,4,2
8,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,3,2,2
8,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,1,5,2
8,Quando c'è diffidenza i segreti sono muri tra le persone.,3,5,2
8,In politica e nel commercio certi discorsi sono fiumi che travolgono.,3,4,2
8,Nella società umana i rapporti sono corde che ci legano agli altri.,4,4,1
8,Senza il perdono i rancori sono tarli che divorano l'anima.,4,5,2
8,Negli animi fragili le tentazioni sono reti molto pericolose.,5,4,2
9,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,4,4,3
9,Nei processi importanti certi avvocati sono squali senza scrupoli.,1,3,2
9,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,3,4,2
9,Quando il tempo stringe gli oratori sono treni ad altà velocità.,3,2,2
9,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,3,1,2
9,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,3,1,2
9,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,3,1,4
9,Davanti ad una punizione certi bambini sono fontane inarrestabili.,3,4,2
9,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,3,3,2
9,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,3,4,2
9,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,3,2,4
9,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,3,5,2
9,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,3,2,4
9,In certi sport americani i giocatori sono elefanti dalla mole imponente.,2,3,1
9,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,3,3,2
9,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,3,4,2
9,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,5,5,1
9,Nelle campagne elettorali certi politici sono calamite per i voti.,3,4,2
9,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,1,4,3
9,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,3,5,2
9,Dopo un grave lutto certi ricordi sono spine dolorose.,3,4,2
9,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,3,4,3
9,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,3,4,2
9,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,2,2,3
9,Durante la gara di formula uno le automobili sono frecce velocissime.,3,2,4
9,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,4,3,2
9,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,3,4,1
9,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,3,4,2
9,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,3,5,2
9,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,3,5,2
9,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,3,4,2
9,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,1,3,3
9,Quando si suda per la tensione le giacche sono forni di calore.,3,2,4
9,Nei bambini appena nati le guance sono pesche liscissime.,3,5,2
9,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,3,4,3
9,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,3,4,2
9,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,3,2,4
9,Per i distubi del sonno certe melodie sono camomille rilassanti.,3,4,2
9,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,3,4,2
9,Le tasche delle giacche dei nonni sono banche zeppe di monete.,3,5,2
9,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,3,5,2
9,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,3,2,3
9,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,2,2,2
9,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,3,4,2
9,Dopo un temporale le nuvole sono perle di infiniti riflessi.,4,4,2
9,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,3,4,2
9,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,3,4,2
9,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,3,4,3
9,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,2,5,3
9,Nelle persone creative le menti sono vulcani di idee e progetti.,3,5,2
9,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,3,5,2
9,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,3,2,1
9,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,5,5,2
9,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,3,5,2
9,Per gli animi sensibili le poesie sono sorrisi per il cuore.,1,5,2
9,I malati di artrosi dicono che le fitte sono coltelli nella carne.,3,4,3
9,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,3,5,2
9,Specialmente in America certe università sono portaerei che trasportano talenti.,1,4,1
9,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,5,3,4
9,Se non curati con farmaci specifici certi malditesta sono trapani continui.,3,2,4
9,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,4,3,2
9,Nella memoria dei popoli le stragi sono cicatrici indelebili.,3,5,1
9,In certi momenti gli occhi sono oceani di profondità infinita.,3,4,2
9,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,3,4,2
9,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,3,4,3
9,Per alcune persone certi profumi sono chiavi per la porta della memoria.,1,4,2
9,Spesso nella vita le delusioni sono zavorre molto pesanti.,3,3,2
9,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,3,5,2
9,Per i soggetti depressi le crisi sono tunnel senza fine.,3,4,5
9,Nella vita le paure sono nodi che impediscono di andare avanti.,1,5,1
9,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,3,5,2
9,Nelle società multietniche le lingue sono ponti tra le persone.,1,5,2
9,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,1,4,2
9,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,4,3,2
9,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,3,4,2
9,Quando c'è diffidenza i segreti sono muri tra le persone.,3,5,2
9,In politica e nel commercio certi discorsi sono fiumi che travolgono.,3,4,2
9,Nella società umana i rapporti sono corde che ci legano agli altri.,4,5,2
9,Senza il perdono i rancori sono tarli che divorano l'anima.,4,5,2
9,Negli animi fragili le tentazioni sono reti molto pericolose.,5,4,2
10,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,1,2,3
10,Nei processi importanti certi avvocati sono squali senza scrupoli.,3,5,2
10,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,4,5,2
10,Quando il tempo stringe gli oratori sono treni ad altà velocità.,3,1,2
