annotator,metaphor,metaphor_structure,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic,body relatedness
8,Quella fronte è una pianura,Nominal predicative,5,4,5
8,Quegli addominali sono marmo,Nominal predicative,4,5,7
8,Quelle labbra sono un canotto,Nominal predicative,5,4,7
8,Quei bicipiti sono sassi,Nominal predicative,4,4,7
8,Quelle unghie sono ruspe,Nominal predicative,5,6,7
8,Quelle dita sono tentacoli,Nominal predicative,6,6,7
8,Quei peli sono aghi,Nominal predicative,6,4,7
8,Quel brufolo è un vulcano,Nominal predicative,5,5,7
8,Quel neo è una mora,Nominal predicative,6,4,6
8,Quell'autostrada è un serpente,Nominal predicative,2,5,1
8,Quella fabbrica è un alveare,Nominal predicative,4,5,1
8,Quella luna è un palloncino,Nominal predicative,6,4,2
8,Quella sigaretta è un proiettile,Nominal predicative,5,6,1
8,Quella stanza è una discarica,Nominal predicative,3,5,4
8,Quel computer è una tartaruga,Nominal predicative,5,4,2
8,Quel libro è una lanterna,Nominal predicative,5,6,2
8,Quell'automobile è un missile,Nominal predicative,5,6,2
8,Quel cavo è un gomitolo,Nominal predicative,4,4,5
8,Quel cappello è un fungo,Nominal predicative,5,5,4
8,Quella grondaia è uno scolapasta,Nominal predicative,6,5,6
8,Quella casa è un gioiello,Nominal predicative,4,6,1
8,Quell'ospedale è un labirinto,Nominal predicative,4,5,2
8,Quel diario è una miniera,Nominal predicative,5,6,1
8,Quell'aiuola è un arcobaleno,Nominal predicative,3,5,6
8,Quel sonaglio è una camomilla,Nominal predicative,4,4,3
8,Quella nuvola è una perla,Nominal predicative,5,5,2
8,Quella firma è un geroglifico,Nominal predicative,4,5,1
8,Quegli abiti sono petali,Nominal predicative,6,5,7
8,Quel mare è uno smeraldo,Nominal predicative,6,6,2
8,Quella piscina è un brodo,Nominal predicative,4,4,1
8,Quel pannolino è una diga,Nominal predicative,5,4,6
8,Quell'aspirapolvere è un'astronave,Nominal predicative,5,6,1
8,Quel bar è un cimitero,Nominal predicative,4,5,1
9,Quell'alito è una fogna,Nominal predicative,6,4,7
9,Quell'uragano è un carrarmato,Nominal predicative,3,6,1
9,Quella borsa è un macigno,Nominal predicative,2,5,5
9,Quella città è una giungla,Nominal predicative,4,6,2
9,Quelle guance sono pesche,Nominal predicative,6,5,6
9,Quel bacio è un peperoncino,Nominal predicative,7,6,6
9,Quella bocca è una fragola,Nominal predicative,6,4,6
9,Quella locomotiva è un drago,Nominal predicative,2,5,1
9,Quella ruga è un burrone,Nominal predicative,3,5,6
9,Quel vestito è una tenda,Nominal predicative,4,4,2
9,Quel lago è un cristallo,Nominal predicative,5,5,2
9,Quel sorriso è una stella,Nominal predicative,4,6,5
9,Quella pelle è una porcellana,Nominal predicative,5,6,6
9,Quel prato è un velluto,Nominal predicative,4,5,4
9,Quel mento è un precipizio,Nominal predicative,3,5,6
9,Quel viso è una seta,Nominal predicative,5,6,6
9,Quella nebbia è un muro,Nominal predicative,2,4,3
9,Quell'orecchio è una padella,Nominal predicative,3,5,5
9,Quella mano è una grattugia,Nominal predicative,5,6,6
9,Quel naso è un uncino,Nominal predicative,5,5,6
9,Quei denti sono una ghigliottina,Nominal predicative,7,6,6
9,Quelle palpebre sono serrande,Nominal predicative,5,6,7
9,Quelle ciglia sono un ventaglio,Nominal predicative,6,6,6
9,Quei piedi sono zattere,Nominal predicative,5,5,6
9,Quella pancia è una mongolfiera,Nominal predicative,6,6,6
9,Quella barba è un batuffolo,Nominal predicative,5,4,5
9,Quegli zigomi sono montagne,Nominal predicative,6,5,7
9,Quelle gambe sono trampoli,Nominal predicative,6,6,6
9,Quella caviglia è un pallone,Nominal predicative,3,5,4
9,Quel braccio è una sbarra,Nominal predicative,5,5,6
9,Quei capelli sono spaghetti,Nominal predicative,7,6,6
9,Quella fronte è una pianura,Nominal predicative,4,5,6
9,Quegli addominali sono marmo,Nominal predicative,5,6,6
9,Quelle labbra sono un canotto,Nominal predicative,6,6,5
9,Quei bicipiti sono sassi,Nominal predicative,5,6,6
9,Quelle unghie sono ruspe,Nominal predicative,6,6,7
9,Quelle dita sono tentacoli,Nominal predicative,6,6,6
9,Quei peli sono aghi,Nominal predicative,6,5,6
9,Quel brufolo è un vulcano,Nominal predicative,5,6,6
9,Quel neo è una mora,Nominal predicative,5,5,4
9,Quell'autostrada è un serpente,Nominal predicative,2,6,2
9,Quella fabbrica è un alveare,Nominal predicative,3,5,1
9,Quella luna è un palloncino,Nominal predicative,5,6,1
9,Quella sigaretta è un proiettile,Nominal predicative,5,6,2
9,Quella stanza è una discarica,Nominal predicative,3,5,4
9,Quel computer è una tartaruga,Nominal predicative,4,6,2
9,Quel libro è una lanterna,Nominal predicative,3,6,2
9,Quell'automobile è un missile,Nominal predicative,2,6,2
9,Quel cavo è un gomitolo,Nominal predicative,4,5,4
9,Quel cappello è un fungo,Nominal predicative,5,5,4
9,Quella grondaia è uno scolapasta,Nominal predicative,4,5,5
9,Quella casa è un gioiello,Nominal predicative,2,5,1
9,Quell'ospedale è un labirinto,Nominal predicative,3,6,3
9,Quel diario è una miniera,Nominal predicative,3,5,1
9,Quell'aiuola è un arcobaleno,Nominal predicative,4,5,2
9,Quel sonaglio è una camomilla,Nominal predicative,3,5,5
9,Quella nuvola è una perla,Nominal predicative,5,6,2
9,Quella firma è un geroglifico,Nominal predicative,3,6,2
9,Quegli abiti sono petali,Nominal predicative,5,6,6
9,Quel mare è uno smeraldo,Nominal predicative,6,6,2
9,Quella piscina è un brodo,Nominal predicative,3,4,2
9,Quel pannolino è una diga,Nominal predicative,2,5,4
9,Quell'aspirapolvere è un'astronave,Nominal predicative,4,6,2
9,Quel bar è un cimitero,Nominal predicative,4,6,2
10,Quell'alito è una fogna,Nominal predicative,7,4,6
10,Quell'uragano è un carrarmato,Nominal predicative,4,7,3
10,Quella borsa è un macigno,Nominal predicative,5,4,3
10,Quella città è una giungla,Nominal predicative,6,7,3
10,Quelle guance sono pesche,Nominal predicative,6,5,7
10,Quel bacio è un peperoncino,Nominal predicative,5,6,5
10,Quella bocca è una fragola,Nominal predicative,6,6,6
10,Quella locomotiva è un drago,Nominal predicative,3,4,1
10,Quella ruga è un burrone,Nominal predicative,6,6,6
10,Quel vestito è una tenda,Nominal predicative,6,5,4
10,Quel lago è un cristallo,Nominal predicative,2,4,1
10,Quel sorriso è una stella,Nominal predicative,3,4,4
10,Quella pelle è una porcellana,Nominal predicative,2,4,5
10,Quel prato è un velluto,Nominal predicative,4,5,3
10,Quel mento è un precipizio,Nominal predicative,4,6,6
10,Quel viso è una seta,Nominal predicative,5,5,5
10,Quella nebbia è un muro,Nominal predicative,4,4,2
10,Quell'orecchio è una padella,Nominal predicative,3,5,6
10,Quella mano è una grattugia,Nominal predicative,5,6,6
10,Quel naso è un uncino,Nominal predicative,6,6,6
10,Quei denti sono una ghigliottina,Nominal predicative,6,7,6
10,Quelle palpebre sono serrande,Nominal predicative,6,6,6
10,Quelle ciglia sono un ventaglio,Nominal predicative,5,5,6
10,Quei piedi sono zattere,Nominal predicative,4,5,6
10,Quella pancia è una mongolfiera,Nominal predicative,6,5,6
10,Quella barba è un batuffolo,Nominal predicative,5,6,6
10,Quegli zigomi sono montagne,Nominal predicative,5,6,6
10,Quelle gambe sono trampoli,Nominal predicative,5,4,6
10,Quella caviglia è un pallone,Nominal predicative,3,6,6
10,Quel braccio è una sbarra,Nominal predicative,4,4,6
10,Quei capelli sono spaghetti,Nominal predicative,6,6,6
10,Quella fronte è una pianura,Nominal predicative,5,5,4
10,Quegli addominali sono marmo,Nominal predicative,5,6,6
10,Quelle labbra sono un canotto,Nominal predicative,4,5,6
10,Quei bicipiti sono sassi,Nominal predicative,6,5,6
10,Quelle unghie sono ruspe,Nominal predicative,5,5,7
10,Quelle dita sono tentacoli,Nominal predicative,4,6,7
10,Quei peli sono aghi,Nominal predicative,5,5,6
10,Quel brufolo è un vulcano,Nominal predicative,4,5,5
10,Quel neo è una mora,Nominal predicative,2,2,2
10,Quell'autostrada è un serpente,Nominal predicative,3,4,1
10,Quella fabbrica è un alveare,Nominal predicative,3,4,1
10,Quella luna è un palloncino,Nominal predicative,2,5,1
10,Quella sigaretta è un proiettile,Nominal predicative,4,6,1
10,Quella stanza è una discarica,Nominal predicative,4,5,2
10,Quel computer è una tartaruga,Nominal predicative,4,4,1
10,Quel libro è una lanterna,Nominal predicative,3,4,1
10,Quell'automobile è un missile,Nominal predicative,4,6,1
10,Quel cavo è un gomitolo,Nominal predicative,4,5,4
10,Quel cappello è un fungo,Nominal predicative,4,4,2
10,Quella grondaia è uno scolapasta,Nominal predicative,4,5,4
10,Quella casa è un gioiello,Nominal predicative,4,5,2
10,Quell'ospedale è un labirinto,Nominal predicative,3,4,1
10,Quel diario è una miniera,Nominal predicative,3,5,1
10,Quell'aiuola è un arcobaleno,Nominal predicative,4,5,2
10,Quel sonaglio è una camomilla,Nominal predicative,4,2,2
10,Quella nuvola è una perla,Nominal predicative,4,5,2
10,Quella firma è un geroglifico,Nominal predicative,4,5,1
10,Quegli abiti sono petali,Nominal predicative,6,4,5
10,Quel mare è uno smeraldo,Nominal predicative,4,6,2
10,Quella piscina è un brodo,Nominal predicative,4,3,1
10,Quel pannolino è una diga,Nominal predicative,5,3,3
10,Quell'aspirapolvere è un'astronave,Nominal predicative,3,5,1
10,Quel bar è un cimitero,Nominal predicative,5,5,2
