FA_LIT_ID;Met_structure;Metaphor;Translation (Eng);Source;Author;Type_of_text;Original_context;Length_context;Order_type;W1;Length_W1;Frequency_W1MetaLit;Concreteness_W1MetaLit;W2;Length_W2 ;Frequency_W2MetaLit;Concreteness_W2MetaLit;SemanticDistanceMetaLit;Bambini et al. (2014)
FA_LIT196;Genitive;onda di angoscia;wave of anguish;Le Novelle della Pescara;D'Annunzio, Gabriele;PROSE;"il petto esile tra i risvolti dell'abito nero si
sollevava, quasi a trattenere un'onda di angoscia irrompente";18;VT;onda;4;103;3,512238631;angoscia;8;109;2,79188942;0,732446373;N
FA_LIT197;Genitive;bocche di fuoco;mouths of fire;Più che l'amore: Tragedia moderna;D'Annunzio, Gabriele;PROSE;"le rivoltelle di gran calibro nelle loro
  fonde, le tasche e le cintole da cartucce — bocche di fuoco
  infallibili e munizioni eccellenti — tutta la batteria già
  sperimentata nel cammino da Bèrbera a Bardèra, ora riforbita
  e pronta";44;VT;bocche;6;24;4,018240077;fuoco;5;559;4,179325065;0,604722053;N
FA_LIT198;Genitive;fiume di gloria;river of glory;Più che l'amore: Tragedia moderna;D'Annunzio, Gabriele;PROSE;"Tutto è silenzio. Più non canta lungo il fiume di gloria la viatrice
dalla chioma irta di fronda: si ferma su la sacra foce e aspetta,
poggiata a una spada larga come la pala d'un remo";35;VT;fiume;5;227;4,16949805;gloria;6;64;3,402912448;0,882551879;N
FA_LIT199;Genitive;gomitolo di sangue;ball of blood;Forse che sì forse che no;D'Annunzio, Gabriele;PROSE;"A ogni accusa, ella sentiva in sé un tonfo
sordo, come se le piombasse giù un gomitolo di sangue";18;VT;gomitolo;8;;;sangue;6;473;4,181390123;0,81040436;N
FA_LIT200;Genitive;luce di gaudio;light of joy;Forse che sì forse che no;D'Annunzio, Gabriele;PROSE;"Una chiara pace era nell'aria; ma il petto dell'amante si gonfiava d'un fervore grave come un affanno. In tutta quella luce di gaudio pareva ch'ella sentisse la spina di passione custodita nel tabernacolo di marmo
e di preghiera sospeso su la ripa";45;VT;luce;4;585;3,436777643;gaudio;6;5;3,402612447;0,882743828;N
FA_LIT201;Genitive;paradiso di fiori;paradise of flowers;Forse che sì forse che no;D'Annunzio, Gabriele;PROSE;"Le nuvole erano un'architettura e una stirpe, una materia
foggiata dallo statuario e dal fìgulo, una gerarchia di angeli, una
genia di mostri, un paradiso di fiori";26;VT;paradiso;8;85;3,787907924;fiori;5;1;4,523380805;0,775518179;N
FA_LIT202;Genitive;palpebra di fuoco;eyelid of fire;La Leda senza cigno;D'Annunzio, Gabriele;PROSE;"Lampi di calore si succedevano senza pause dietro le sue
cupole, come il battito incessante d'una palpebra di fuoco";19;TV;palpebra;8;3;4,235767546;fuoco;5;559;4,179325065;0,889167927;N
FA_LIT203;Genitive;vertigine di fiamma;vertigo of flame;La Leda senza cigno;D'Annunzio, Gabriele;PROSE;"Tocco il fondo della più opaca tristezza. Sono tra
buio e barbaglio. Ho in un occhio l'orribile ragno nero, e nell'altro
una vertigine di fiamma";25;TV;vertigine;9;7;3,660461218;fiamma;6;60;4,01279983;0,828023732;N
FA_LIT204;Genitive;turbine di dolore;whirlwind of pain;Il ferro;D'Annunzio, Gabriele;PROSE;"La sua cortesia è misurata e guardinga. Ma le tre creature del
    medesimo sangue sembrano avvolte da un turbine di dolore che
    d’attimo in attimo s’acceleri";32;VT;turbine;7;6;3,832107144;dolore;6;296;3,287649565;0,755554244;N
FA_LIT205;Genitive;vento di lode;wind of praise;La vita di Cola di Rienzo;D'Annunzio, Gabriele;PROSE;"
Vento di lode tanto impetuoso gonfiò smisuratamente il figlio del
tavernaio e dell’acquaiuola, immemore omai del giubberello sbrandellato
che nei giorni della disgrazia avignonese mal gli ricopriva il fianco
scarnito dalla fame insonne";30;VT;vento;5;285;3,830485486;lode;4;9;3,168026682;0,805017486;N
FA_LIT206;Genitive;cuore di ferro;heart of iron;Spagna;De Amicis, Edmondo;PROSE;"e va senza
posa, e non sa se sogna, o se è desto, o ubriaco, o impazzito; e nel suo
cuore di ferro comincia a penetrare il terrore";26;TV;cuore;5;630;3,874763696;ferro;5;185;4,251395752;0,668009996;N
FA_LIT207;Genitive;deserto di ghiaccio;desert of ice;Olanda;De Amicis, Edmondo;PROSE;"L'isola era disabitata; nessun popolo del nord v'aveva mai posto piede;
era tutta un deserto di ghiaccio e di neve";21;VT;deserto;7;106;3,802585711;ghiaccio;8;80;4,121959495;0,636085421;N
FA_LIT208;Genitive;torrenti di vita;torrents of life;Ricordi di Parigi;De Amicis, Edmondo;PROSE;"Per me, penso ai suoi cinquanta volumi, pieni d'ispirazioni e di
fatiche, in cui si rivela col genio prepotente una volontà
indomabile o una tempra fisica d'acciaio; penso ai torrenti di vita
che uscirono dal suo petto, all'amore immenso che profuse";41;VT;torrenti;8;6;4,218789332;vita;4;2764;2,883124323;0,819071233;N
FA_LIT209;Genitive;atmosfera di piombo;atmosphere of lead;"Speranze e glorie; Le tre capitali: Torino, Firenze, Roma";De Amicis, Edmondo;PROSE;"Voi conoscete l'immaginazione terribile del Carlyle, che raffigura il
mondo presente in una landa selvaggia e caotica, coperta di nebbie
pestilenti, gravata d'un'atmosfera di piombo";26;TV;atmosfera;9;184;3,009971305;piombo;6;65;4,616496743;0,823989555;N
FA_LIT210;Genitive;respiro di luce;breath of light;Nuove storie d'ogni colore;De Marchi, Emilio;PROSE;"Le cupole bizantine del vicino teatro Dal
Verme si appiattavano anch'esse nella notte, senza un respiro di luce,
come la carcassa capovolta di un immane bastimento";25;VT;respiro;7;79;3,130390388;luce;4;585;3,436777643;0,682551622;N
FA_LIT211;Genitive;sospiro di natura;sigh of nature;Vecchie cadenze e nuove;De Marchi, Emilio;POEM;"Ove manchi il sospiro di Natura,
    Irrigidite larve e di cuor vuote
    Stan le passate immagini
    Di questa labil vita, che si oscura
    Di giorno in giorno in disperato oblìo";42;VT;sospiro;7;42;3,702545128;natura;6;520;2,275110123;0,868097678;N
FA_LIT212;Genitive;silenzio di ghiaccio;silence of ice;Vecchie Storie;De Marchi, Emilio;PROSE;"Gettò un grido, storcendo la bocca, alzando le due mani
colle dita rigide, adunche, mentre un silenzio profondo, un silenzio
brutale, un silenzio di ghiaccio sottentrò alla festa";26;TV;silenzio;8;348;3,253813403;ghiaccio;8;80;4,121959495;0,715095848;N
FA_LIT213;Genitive;aghi di pioggia;needles of rain;La sorte;De Roberto, Federico;PROSE;"Donna Vincenza andò a vuotare il corbello all'angolo della via, sotto
gli aghi di pioggia che cominciavano a fendere silenziosamente l'aria
buia";22;VT;aghi;4;17;4,479686618;pioggia;7;149;4,375526037;0,787108883;N
FA_LIT214;Genitive;tappeto di erbe;carpet of grass;La sorte;De Roberto, Federico;PROSE;"
Alfio corse a staccare il ramo più fiorito, e venne ad offrirlo ad
Anna, che si era distesa per terra, sopra un tappeto di erbe";24;VT;tappeto;7;53;4,501526111;erbe;4;50;4,157149024;0,753957927;N
FA_LIT215;Genitive;viso di porpora;face of purple;La sorte;De Roberto, Federico;PROSE;Nudo come si trovava, col viso di porpora e le carni bianche, brandendo il raffio, egli comparve in mezzo all'arco buio del portone, dinanzi ad una comitiva di donne sedute per terra sulla spianata;35;TV;viso;4;269;4,626971567;porpora;7;9;4,160013559;0,818897516;N
FA_LIT216;Genitive;nebbia di malinconia;mist of melancholy;Documenti umani;De Roberto, Federico;PROSE;"Ella lo aveva
amato di più per quella nebbia di malinconia che velava il suo viso,
per quel gran dolore che lo aveva atterrato e che sarebbe toccato a
lei di far dimenticare!";30;VT;nebbia;6;77;3,958623336;malinconia;10;47;2,639215121;0,517804146;N
FA_LIT217;Genitive;grumo di nuvole;lump of clouds;L'Illusione;De Roberto, Federico;PROSE;"Cielo ed acqua, una cinerea uniformità da per tutto;
ma come un grumo di nuvole più scure, Ustica appariva sullo sfondo
nebbioso";20;VT;grumo;5;6;4,46891793;nuvole;6;54;4,284104231;0,770947248;N
FA_LIT218;Genitive;lettera di fuoco;letter of fire;L'Illusione;De Roberto, Federico;PROSE;"Guglielmo si avvicinava; ella ebbe paura, e chinò gli occhi. Una
lettera di fuoco, riletta ogni ora, custodita sulla propria persona;
delle frasi inaudite che le tornavano a memoria, come una musica";30;TV;lettera;7;381;3,873004507;fuoco;5;559;4,179325065;0,882770926;N
FA_LIT219;Genitive;mare di ricordi;sea of memories;L'Illusione;De Roberto, Federico;PROSE;"ella continuava a procedere a caso,
dimenticando la sua via, col cuore tumultuante, la mente inondata da un
mare di ricordi.";20;VT;mare;4;585;4,006714985;ricordi;7;145;3,458133331;0,769084767;N
FA_LIT220;Genitive;natura di fuoco;nature of fire;L'Illusione;De Roberto, Federico;PROSE;"Era stato sul punto d'impazzire, poi aveva viaggiato lungamente; di
ritorno in patria, s'era buttato alla politica. Possedeva una coltura
brillante, era un oratore irresistibile, una natura di fuoco";29;TV;natura;6;520;2,275110123;fuoco;5;559;4,179325065;0,787771687;N
FA_LIT221;Genitive;parole di fuoco;words of fire;L'Illusione;De Roberto, Federico;PROSE;"Ella chiuse gli occhi, poi gli buttò le braccia al collo. Così, guancia
contro guancia, egli le soffiò all'orecchio le parole di fuoco";23;TV;parole;6;895;3,210767546;fuoco;5;559;4,179325065;0,813307136;N
FA_LIT222;Genitive;vento di pazzia;wind of madness;L'Illusione;De Roberto, Federico;PROSE;"Un vento di pazzia soffiava anche su lei; ella sentiva fiaccarsi ogni
sua forza di resistenza, si stupiva ogni volta che opponeva delle
parole di preghiera e di supplicazione alle insistenze di lui";31;VT;vento;5;285;3,830485486;pazzia;6;21;2,910679565;0,841863856;N
FA_LIT223;Genitive;incendio di passione;fire of passion;L'Illusione;De Roberto, Federico;PROSE;"Chi fece scattar la scintilla, che ha poi messo fuoco a tutto il mondo
cristiano, ed ha avvolto, per più di un secolo, l’umanità in un
terribile incendio di passione teologica";29;VT;incendio;8;64;3,986425212;passione;8;277;3,21721911;0,794404134;N
FA_LIT224;Genitive;lampo di confidenza;flash of confidence;L'Illusione;De Roberto, Federico;PROSE;"Ancora una volta mi venne dal buon fratello un lampo di confidenza;
ancora una volta per lui s'allargò un poco il duro cerchio che mi
serrava il cuore";27;VT;lampo;5;45;3,799095307;confidenza;10;28;2,852031712;0,820569634;N
FA_LIT225;Genitive;bocca di fiamma;mouth of flame;"La messa di nozze; Un sogno; La bella morte";De Roberto, Federico;PROSE;"Non si
scorgeva nulla sulle reti di spuma distendentisi e dissolventisi
incessantemente: solo la bocca di fiamma del salvagente luminoso ardeva
ancora, sballottata dalle onde";22;TV;bocca;5;297;4,720704105;fiamma;6;60;4,01279983;0,728575051;N
FA_LIT226;Genitive;membra di piombo;limbs of lead;"La messa di nozze; Un sogno; La bella morte";De Roberto, Federico;PROSE;"Era rimasto inchiodato sulla
poltrona, innanzi alla scrivania, con le membra di piombo, con gli occhi
aridi e bruciati";18;TV;membra;6;8;3,459559445;piombo;6;65;4,616496743;0,86368382;N
FA_LIT227;Genitive;raggio di gloria;ray of glory;"La messa di nozze; Un sogno; La bella morte";De Roberto, Federico;PROSE;"Pensa quanti navigano da tanti anni, stupidamente, senza
che un raggio di gloria";12;VT;raggio;6;59;3,611967338;gloria;6;64;3,402912448;0,887901708;N
FA_LIT228;Genitive;squilli di gloria;ring of glory;"La messa di nozze; Un sogno; La bella morte";De Roberto, Federico;PROSE;"un supplice
ardore, uno slancio di tutta l'anima sulle ali della speranza; poi
queruli gridi soffocati di dolore e di rimorso, la prostrazione,
l'abbattimento; e poi ancora il richiamo potente della fede sicura,
squilli di gloria trionfale";36;VT;squilli;7;4;3,789066607;gloria;6;64;3,402912448;0,802199319;N
FA_LIT229;Genitive;cielo di cristallo;crystal sky;Dopo il divorzio;Deledda, Grazia;PROSE;"E sopra, sopra
l'infinito anello del mare, il cielo di cristallo azzurro-cupo
incurvavasi come una immensa valle silenziosa, tutta fiorita di stelle
gialle.";21;TV;cielo;5;287;4,24490247;cristallo;9;33;3,965281938;0,59836331;N
FA_LIT230;Genitive;pioggia di pietre;rain of stones;Dopo il divorzio;Deledda, Grazia;PROSE;"Il paesello
era già deserto e silenzioso; sul selciato rozzo delle strade il passo
dei cavalli risuonava come pioggia di pietre.";19;VT;pioggia;7;149;4,375526037;pietre;6;94;4,390421289;0,673728615;N
FA_LIT231;Genitive;pioggia di rame;rain of copper;Dopo il divorzio;Deledda, Grazia;PROSE;"La
pioggia di rame ed in conseguenza l'assalto dei monelli, che crescevano
sempre più di numero, proseguì fino all'arrivo del corteo alla
chiesetta, dove prete Elias aspettava, scambiando qualche parola col
sagrestano vestito di rosso.";33;VT;pioggia;7;149;4,375526037;rame;4;23;4,595077605;0,854310557;N
FA_LIT232;Genitive;deserto di neve;desert of snow;L'ignoto: Novelle;Di Giacomo, Salvatore;PROSE;"riferiva le
fantasie, le stranezze che avevano avute alcune, le sensazioni che gli
avevano procurato altre: una corsa di notte, in islitta, a Bucarest,
sotto le pelliccie, in un deserto di neve; la visita fatta con la
moglie del suo ambasciatore a un museo secreto";41;VT;deserto;7;106;3,802585711;neve;4;175;4,615662717;0,720081449;N
FA_LIT233;Genitive;bottone di fuoco;fire button;Novelle Napolitane;Di Giacomo, Salvatore;PROSE;"Qualche resezione di ginocchio, qualche incisione alla spalla, una
disarticolazione, un bottone di fuoco che arrostisce la carne, ecco,
questo sarà";19;VT;bottone;7;16;5,149477695;fuoco;5;559;4,179325065;0,725543469;N
FA_LIT234;Genitive;pioggia di lagrime;rain of tears;Frutti proibiti;Farina, Salvatore;PROSE;Nuova pioggia di lagrime sulle mani tremanti e carezzevoli di fratel Biagio;12;VT;pioggia;7;149;4,375526037;lagrime;7;3;;0,748572528;N
FA_LIT235;Genitive;profumo di amore;scent of love;Due amori;Farina, Salvatore;PROSE;"La sua lettera era mesta, esalava un profumo di amore, di dolcezza, di
entusiasmo melanconico";14;VT;profumo;7;117;3,979465447;amore;5;1097;2,978012993;0,60097149;N
FA_LIT236;Genitive;lampo di dolore;flash of pain;Il mistero del poeta;Fogazzaro, Antonio;PROSE;"Si svegliava a un tratto, tocco da questo fuoco nuovo dell'animo, si
rizzava, mi batteva. Un lampo di dolore, un impeto di lotta, una vampa
vincitrice";25;VT;lampo;5;45;3,799095307;dolore;6;296;3,287649565;0,738044471;N
FA_LIT237;Genitive;amore di fuoco;love of fire;Poesie e novelli in versi;Fontana, Ferdinando;POEM;"Oggi ho perduto
L'illusione del mio primo amore!
Un amore di fuoco, uno sfrenato
Abbandono dei sensi";15;TV;amore;5;1097;2,978012993;fuoco;5;559;4,179325065;0,673382044;N
FA_LIT238;Genitive;idee di sangue;ideas of blood;Poesie e novelli in versi;Fontana, Ferdinando;POEM;"Ma in questa ora fatale
Io medito un delitto; ed accarezzo
Nefande idee di sangue";13;TV;idee;4;300;2,155282402;sangue;6;473;4,181390123;0,826254532;N
FA_LIT239;Genitive;mari di sangue;seas of blood;Poesie e novelli in versi;Fontana, Ferdinando;POEM;"Veggo mari di sangue, e templi, e troni
Accatastati, e altari, e deliranti
Moltitudini, e donne, e bare, e fiori,
E spade luccicanti";20;TV;mari;4;34;3,798548629;sangue;6;473;4,181390123;0,814552933;N
FA_LIT240;Genitive;vel di sangue;veils of blood;Poesie e novelli in versi;Fontana, Ferdinando;POEM;"Pur ch'io più non ti vegga!... o un vel di sangue
""M'offuscherà dell'intelletto il lume";17;VT;vel;3;76;3,665982349;sangue;6;473;4,181390123;1,007679672;N
FA_LIT241;Genitive;turbine di miserie;whirlwind of misery;Poesie e novelli in versi;Fontana, Ferdinando;POEM;"O modesto filosofo,
Che giunto a quarant'anni,
Fra l'incessante turbine
Di miserie e d'affanni,
Vivi solingo e povero";17;VT;turbine;7;6;3,832107144;miserie;7;8;2,888163559;0,762962654;N
FA_LIT242;Genitive;nembo di canti;cloud of songs;Poesie e novelli in versi;Fontana, Ferdinando;POEM;"Quand'ei moveva per le nostre vie
Parlava sempre del supremo giorno,
Ed un nembo di canti e d'armonie
Al grosso capo gli aleggiava intorno";23;VT;nembo;5;3;3,843107113;canti;5;32;3,538261922;0,752782658;N
FA_LIT243;Genitive;vento di paradiso;wind of heaven;Il perduto amore;Fracchia, Umberto;PROSE;"E a
poco a poco le palpebre mi si chiusero sul fioco e instabile lume della
candela, e mi trovai trasportato in quella soffice nube che dolcemente
si cullava al soffio di un vento di paradiso";33;TV;vento;5;285;3,830485486;paradiso;8;85;3,787907924;0,747977436;N
FA_LIT244;Genitive;febbre di orgoglio;fever of pride;La lotta politica in Italia, Volume 3 (of 3);Fumagalli, Giuseppe;PROSE;"Una febbre di orgoglio e di lavoro
lo spingeva a nuove conquiste per interrompere con qualche fatto
glorioso l'ignominiosa tradizione di Sedan";22;VT;febbre;6;68;3,98151148;orgoglio;8;109;2,595594136;0,836167797;N
FA_LIT245;Genitive;pioggia di pugni;rain of fists;Cantoni il volontario;Garibaldi, Giuseppe;PROSE;"Gaudenzio si credette spacciato e stava veramente fresco, se la
moltitudine, come abbiam narrato, in luogo di schiamazzare,
confondersi, ondeggiare e rovesciarsi gli uni sugli altri avesse
imitato la pacatezza di Franchi, e somministrato almeno al prete una
pioggia di pugni";37;VT;pioggia;7;149;4,375526037;pugni;5;57;4,250812713;0,729871839;N
FA_LIT246;Genitive;pioggia di sassate;rain of stones;In chiave di baritono;Ghislanzoni, Antonio;PROSE;"oichè vidi che ogni cosa volgeva alla peggio,
e pareva decretata dai fati la mala riuscita di quella intrapresa,
io pensai bene d'andarmene a pranzo, indi sdraiato sovra un divano,
attendere l'ora dello spettacolo, che, secondo tutte le probabilità,
doveva terminarsi con una pioggia di sassate";44;VT;pioggia;7;149;4,375526037;sassate;7;6;;0,699198991;N
FA_LIT247;Genitive;indigestione di lodi;indigestion of praise;Libro allegro;Ghislanzoni, Antonio;PROSE;"La sua superbia s'è rannicchiata dentro di lui; sembra
dormicchiare, beatamente soddisfatta, dopo una lauta indigestione di
lodi";17;VT;indigestione;12;5;;lodi;4;18;3,470395673;0,847644836;N
FA_LIT248;Genitive;pioggia di confetti;rain of confetti;Abrakadabra;Ghislanzoni, Antonio;PROSE;"Una popolazione di oltre
cinquecentomila viaggiatori salutava la città ospitale dall'altezza di
ottocento metri cogli spari delle bombe _fraterne_, le quali,
scoppiando, sviluppavano una pioggia di confetti e di fiori.";28;VT;pioggia;7;149;4,375526037;confetti;8;2;4,690111418;0,783561379;N
FA_LIT249;Genitive;pioggia di fuoco;rain of fire;Abrakadabra;Ghislanzoni, Antonio;PROSE;"Ma allorquando una delle tante sette politico-sociali-religiose che
fremono nelle viscere corrose della _Unione_, riuscirà ad ottenere una
prevalenza assoluta; allora, o signori, aspettatevi il diluvio... la
pioggia di fuoco, l'inferno...!";30;VT;pioggia;7;149;4,375526037;fuoco;5;559;4,179325065;0,721232861;N
FA_LIT250;Genitive;lingue di nebbia;tongues of fog;Novelle e paesi valdostani;Giacosa, Giuseppe;PROSE;"Vedete lassù quel seno, dove c’è un muro grigio di pietre? quello è il
colle, signore.

—Là, dove spuntano quelle lingue di nebbia";21;VT;lingue;6;58;3,665662142;nebbia;6;77;3,958623336;0,836087853;N
FA_LIT251;Genitive;cielo di fiamma;sky of flame;Verso la cuna del mondo: Lettere dall'India;Gozzano, Guido;PROSE;"Per le cose come per gli uomini il tropico
è deleterio; e sotto questo cielo di fiamma e d'uragano i secoli
contano per millenni.";23;TV;cielo;5;287;4,24490247;fiamma;6;60;4,01279983;0,769113898;N
FA_LIT252;Genitive;sguardo di fiamma;look of flame;Verso la cuna del mondo: Lettere dall'India;Gozzano, Guido;PROSE;"Un gruppo di questi miserabili è
adunato intorno ad un santo ancora giovane, dalla bruna barba divisa,
dallo sguardo di fiamma";19;TV;sguardo;7;333;3,549088609;fiamma;6;60;4,01279983;0,766858384;N
FA_LIT253;Genitive;manto di gloria;mantle of glory;La battaglia di Benevento: Storia del secolo XIII;Guerrazzi, Francesco Domenico;PROSE;"così, se vivi senza onore, morrai senza
infamia, e sarai degno che l'Eterno trami nell'arcano dei secoli ai tuoi
tardi nepoti un nuovo manto di gloria";26;VT;manto;5;21;4,389360202;gloria;6;64;3,402912448;0,717467248;N
FA_LIT254;Genitive;trono di gloria;throne of glory;La battaglia di Benevento: Storia del secolo XIII;Guerrazzi, Francesco Domenico;PROSE;"Nello abisso della miseria ove ci getta
la tua perfidia io contemplo il tuo fine, e parmi sedere sopra un
trono di gloria... Ahimè! fuggono le parole alle labbra... padre, è
salva Yole";30;VT;trono;5;73;3,628184585;gloria;6;64;3,402912448;0,696398497;N
FA_LIT255;Genitive;nebbia di dolore;mist of sorrow;L'assedio di Firenze;Guerrazzi, Francesco Domenico;PROSE;"Questi concetti voglionsi considerare come stridi di
anima inasprita dalle tribolazioni, e nulla più; nebbia di dolore che
ogni aura di conforto porta via";22;VT;nebbia;6;77;3,958623336;dolore;6;296;3,287649565;0,772991598;N
FA_LIT256;Genitive;esplosione di dolore;explosion of pain;L'assedio di Firenze;Guerrazzi, Francesco Domenico;PROSE;"Il maggiore ed il rappresentante dell'Emiro non sembravano affatto
commossi, nè per l'esplosione di dolore del disgraziato Hossein, nè
dello scoppio d'ira di Tabriz";25;VT;esplosione;10;89;3,58514946;dolore;6;296;3,287649565;0,755475074;N
FA_LIT257;Genitive;pioggia di polvere;rain of dust;L'assedio di Firenze;Guerrazzi, Francesco Domenico;PROSE;"I prigionieri, non abituati a marciare a piedi, essendo i turchestani
tutti cavalieri, non si reggevano più e avevano le gole arse da quella
continua pioggia di polvere finissima, e le palpebre rosse e gonfie";33;VT;pioggia;7;149;4,375526037;polvere;7;125;4,428558081;0,527605623;N
FA_LIT258;Genitive;sospiro di profumo;sigh of perfume;Beatrice Cenci: Storia del secolo XVI;Guerrazzi, Francesco Domenico;PROSE;"I più bei fiori la inghirlandarono,
contenti di alitarvi sopra l'ultimo sospiro di profumo";14;VT;sospiro;7;42;3,702545128;profumo;7;117;3,979465447;0,675839335;N
FA_LIT259;Genitive;pioggia di bombe;rain of bombs;Lo assedio di Roma;Guerrazzi, Francesco Domenico;PROSE;"tra i miei ricordi noto
come un mio amico passando per una contrada presso ponte Sisto di Roma
vide due fanciulle bellissime intente a cucire panni in certa stanza
terrena senza curarsi della pioggia di bombe, che mandavano i
Francesi; di un tratto una bomba lì presso sfonda una casa, e
cascata sul letto dove riposavano due vecchi gli ammazza";55;VT;pioggia;7;149;4,375526037;bombe;5;82;4,612187709;0,713182151;N
FA_LIT260;Genitive;cielo di piombo;sky of lead;Rime di Argia Sbolenfi;Guerrini, Olindo;POEM;"Si levan sospinti dal vento
    I bianchi vapori dei monti;
    Nel cielo di piombo le nubi d'argento
    Cacciate, travolte, nascondono il sol";32;TV;cielo;5;287;4,24490247;piombo;6;65;4,616496743;0,729583383;N
FA_LIT261;Genitive;labbra di rosa;lips of rose;Rime di Argia Sbolenfi;Guerrini, Olindo;POEM;"Deh, colline ridenti, ombroso bosco
    Lieto d'acque perenni e di piacer
  E voi, labbra di rosa, ora conosco
    In che guai mi travolse un reo pensier";34;TV;labbra;6;143;4,416567785;rosa;4;118;4,331336503;0,713931829;N
FA_LIT262;Genitive;sogno di sangue;dream of blood;Le ore inutili: novelle;Guglielminetti, Amalia;PROSE;"
In luogo d'una visione di campi devastati, di città incendiate, di
turbolenti dominazioni, in luogo di quel sogno di sangue e di fumo,
ch'è retaggio ed incubo del vecchio mondo, la nuova società vede
disegnarsi l'attività futura dei suoi figli su un fondo sereno di
pace e di progresso";48;TV;sogno;5;377;3,246014585;sangue;6;473;4,181390123;0,777673215;N
FA_LIT263;Genitive;ombra di felicità;shadow of happiness;Le ore inutili: novelle;Guglielminetti, Amalia;PROSE;"Ma quella che va sola ancora sa
    tratto tratto pel suo vagabondare
    trovar un'ombra di felicità";23;VT;ombra;5;184;2,844800875;felicità;8;153;2,746953782;0,762698233;N
FA_LIT264;Genitive;mani di velluto;hands of velvet;Le Seduzioni;Guglielminetti, Amalia;POEM;"E mi conobbi mani di velluto
    per le carezze lunghe, e per i nomi
    cari una voce dolce di lïuto";27;TV;mani;4;600;4,019965047;velluto;7;39;4,510128053;0,659807593;N
FA_LIT265;Genitive;fiamma di orgoglio;flame of pride;Le Seduzioni;Guglielminetti, Amalia;POEM;"Forse nella mia solitudine laboriosa — se bene io non temessi nè
l'infermità nè la demenza nè la morte possedendo questa tutelare fiamma
di orgoglio di pensiero e di fede — forse talvolta la mia malinconia
celava in sè un verace bisogno di comunioni con il fraterno spirito";46;VT;fiamma;6;60;4,01279983;orgoglio;8;109;2,595594136;0,803630799;N
FA_LIT266;Genitive;vertigine di desiderio;vertigo of desire;Le Seduzioni;Guglielminetti, Amalia;POEM;"Una sùbita vertigine di desiderio mi prese un giorno, quando vidi una
goccia di sangue su la mano di Violante ferita da uno spino a traverso i
fiori nivei di una siepe";30;VT;vertigine;9;7;3,660461218;desiderio;9;296;2,658870003;0,697940022;N
FA_LIT267;Genitive;lampo di collera;flash of wrath;La trovatella di Milano;Invernizio, Carolina;PROSE;"La prima impressione provata da Gabriele era scomparsa: nei suoi occhi
brillava un lampo di collera";15;VT;lampo;5;45;3,799095307;collera;7;30;3,163420938;0,735288769;N
FA_LIT268;Genitive;lampo di trionfo;flash of triumph;La trovatella di Milano;Invernizio, Carolina;PROSE;Ella non vide il lampo di trionfo, che solcò le pupille del conte;13;VT;lampo;5;45;3,799095307;trionfo;7;89;2,963839769;0,687170625;N
FA_LIT269;Genitive;pioggia di sangue;rain of blood;Il processo Bartelloni;Jarro;PROSE;"I primi ad entrar nel palco, dal quale cadeva la pioggia di sangue,
videro un uomo con la testa tutta sfracellata, appoggiata al davanzale
del palco e il cui corpo si era ripiegato nell'angustia dello spazio,
cadendo, dopo la spaventevole ferita";39;VT;pioggia;7;149;4,375526037;sangue;6;473;4,181390123;0,695466191;N
FA_LIT270;Genitive;nebbia di profumo;mist of perfume;Dal mio verziere : saggi di polemica e di critica;Jolanda;PROSE;"Così passano i poeti nella prosa, elevandola fino ad essi per non
scendere fino a lei: facendola evaporare tutta in una nebbia di profumo,
in un’irradiazione di bellezza che serba della prosa la sincerità
gentile, che ha della poesia lo splendore regale.";39;VT;nebbia;6;77;3,958623336;profumo;7;117;3,979465447;0,727451682;N
FA_LIT271;Genitive;anime di profumi;souls of perfume;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;Dai cofanetti de' ricordi, leviamo viole essicate e suscitiamo anime di profumi trapassati colle ciarpe e le sete di un tempo;22;VT;anime;5;70;3,101863303;profumi;7;40;3,929973795;0,779699624;N
FA_LIT272;Genitive;briciole di conversazioni;crumbs of conversations;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;"Artisti letterati, follajuoli gli si affollavano in torno,
racimolandogli giudizii sul momento, briciole di conversazioni e di
aneddoti pepati sul libro a pena uscito, sul quadro in voga, sulla
comedia e sull'opera datesi la sera prima";34;VT;briciole;8;11;3,611201364;conversazioni;13;31;3,742997995;0,732995123;N
FA_LIT273;Genitive;fiori di ghiaccio;flowers of ice;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;Valicava il pensiero di lui, caprioleggiando, sopra le culmini di montagne rocciose, per poter offrire al veniente fiori di ghiaccio insospettati e rarissimo bottino d'alpinista-ideologo;26;VT;fiori;5;1;4,523380805;ghiaccio;8;80;4,121959495;0,76116468;N
FA_LIT274;Genitive;folgore di ribellione;thunderbolt of rebellion;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;"il Demone gli porse in mano una penna temprata
come uno stile, acuta, incisiva, incorruttibile, elastica, inossidabile
qualunque fosse l'inchiostro dentro cui s'inzuppasse, acqua, lagrime,
sangue, mota, cielo, coscienza umana, egoismo, folgore di ribellione e
paradisiache bontà umiliate";36;VT;folgore;7;7;3,506776636;ribellione;10;36;2,726183972;0,767501876;N
