annotator,metaphor,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic
10,Adele calpesta i sogni della figlia ,4,6
10,Carlo calcia le critiche degli invidiosi ,4,6
10,L' architetto saltella da un' idea all' altra ,3,5
10,Lo studente zoppica verso l' esame di storia,4,6
10,Lisa corre verso l' amore con ingenuità,4,6
10,Il nonno cammina tra i ricordi d' infanzia,5,6
10,L' imprenditore segue l' istinto con decisione,5,6
10,Aldo fugge dagli obblighi del matrimonio,4,6
10,Marco percorre il destino del campione,3,5
10,Sofia attraversa le difficoltà con coraggio,6,7
10,Mario arriva alla decisione con fatica,5,6
10,Il paziente salta l' appuntamento con il dottore,6,6
10,Marta giunge alla conclusione del discorso,6,6
10,Il critico entra nella discussione con foga,5,6
10,Luigi avanza tra i problemi della vita,5,6
10,Giorgio passa dalla gioia alla disperazione ,6,6
10,L' uomo raggiunge la felicità per un istante,5,6
10,La vicina scende nei particolari della storia,6,6
10,Mara inciampa negli imprevisti della vita,5,6
10,Nino esce dall' ossessione delle scommesse,4,6
10,Lo psicologo perlustra l' animo del paziente,5,6
10,L' adolescente girovaga nei sogni di successo,4,6
10,L' operaio arranca verso la paga di fine-mese,6,7
10,Elena scivola sulla domanda di filosofia,4,6
10,Il padre sgattaiola dall' impegno dei figli,4,6
10,Luca scappa dalla realtà con la meditazione,5,6
10,L' artista pedala sull' ispirazione del momento,3,5
10,Il direttore pesta i diritti dei lavoratori,4,6
10,Franco scalcia i rimorsi di coscienza,4,6
10,La ragazza passeggia tra le pagine del diario,5,6
